obj,x_1,x_2,x_3,x_4,x_5,initial_x1,initial_x2,initial_x3,initial_x4,initial_x5,nfev,success,message
13.618727088322887,11.08574118138946,-4.039576996152798,-0.9203607367535351,9.945133994904122,7.19627677057401,2.411913336414064,-18.911098263228563,0.9932495575741829,1.93031656378486,-1.1278625311128625,169,True,Optimization terminated successfully
6.413194136372351,2.9361885820928895,-5.061398976140454,3.09566950157148,2.9671124661849326,-4.032946298546188,0.6156919570658603,-11.404757370410614,2.385419327013274,-2.4110504424152595,-6.194699921605402,340,True,Optimization terminated successfully
6.99684350966999,5.999019194917195,1.9997075921922578,-5.998959625482247,4.999167912524816,-6.998789653018472,5.559275157078014,2.2239679596356403,-7.308401093101329,4.4344998805038855,-8.913484433651796,138,True,Optimization terminated successfully
8.814908709439775,1.0007331021916912,7.992423961505999,4.002047885465753,13.970526688966098,1.023829979873528,8.35069751288345,15.866962290858531,-0.1152632523614443,15.089967531438976,-12.371699258700987,133,True,Optimization terminated successfully
7.165182829659258,8.00072981735823,-7.006087536946002,5.002039958622943,4.004081332153983,-2.0011869397579285,3.589183532068967,-17.257966815751118,-1.4375534480522116,-8.911010698860398,-10.803720933857843,191,True,Optimization terminated successfully
-0.021376044126256044,4.008034607065213,-1.011876476258663,-0.9866054462987622,-0.9917332277213243,-0.9910439443257976,5.1446702526361285,-10.507495974622094,-7.861086313800341,-4.95020137374209,-3.455732594891124,204,True,Optimization terminated successfully
11.94994997489771,6.0780124493633485,-7.082072112003787,6.210589527733613,4.988174597947482,1.0384115520237847,2.952387237899104,-11.526784496871457,2.8081345042982964,3.4582347376560527,1.6728117606121202,215,True,Optimization terminated successfully
9.207769231569761,-2.9889066448391537,15.003530563757643,-9.99955085032532,0.978906168241986,-4.0114684745674065,1.5771750690155084,13.33277308654624,1.6000835775561324,-6.806444847925956,8.124827438036156,138,True,Optimization terminated successfully
7.301643858886965,7.999091533603178,-7.998510807177263,4.999571661640016,2.9998232673954215,2.0000014875203673,11.397368361517337,1.000351169149102,7.7904012789229,-1.068363114524491,3.7157562117144067,176,True,Optimization terminated successfully
13.289620208994966,5.981541049299695,-7.672320828110069,5.997333367224165,3.036622700805742,0.036798086408758035,2.2682813760338707,-1.6566149528744418,5.531183699942005,5.139333551925002,16.4734934891806,163,True,Optimization terminated successfully
5.925397450912449,6.005020290350572,-3.006006793440641,-0.9949344996444031,4.995478275956961,-6.0061097952326294,4.251538722517736,-16.55201326444896,-2.673151966499592,15.227216128144054,-1.592923579417624,145,True,Optimization terminated successfully
12.817772189953056,7.059631242338315,-7.980175434674353,-8.963835317979857,15.959487120263995,13.148059641530741,-4.537559779787557,-9.61855596211116,-8.657112585260906,19.803264365480732,17.02915034144673,169,True,Optimization terminated successfully
11.992448940325884,-4.162048646502481,9.9665144888185,-4.918759716805237,7.012924799003783,-6.081198847167826,8.604391969253976,5.276319099029632,5.299197209033631,-6.584785709306306,-5.330233349958487,115,True,Optimization terminated successfully
13.927334694649739,4.036662855778779,-4.059311608562254,-8.964502485316384,18.17679900997045,13.07813261307933,3.9091368801061925,-5.021780192844126,-9.086420695091999,19.460910251430807,-0.435287661290058,167,True,Optimization terminated successfully
7.479850242244087,3.9845209240917274,-6.949232267150357,-4.01690606574307,-7.135687153192193e-05,7.952970477462374,3.568007469445595,-6.411264663542649,-4.805104945057259,0.380476330264397,12.456557687938528,123,True,Optimization terminated successfully
11.857948878663574,11.899425301284097,3.0336961699406744,-5.999523526242275,8.009920253675046,-6.860163854585077,7.524699956880919,-4.073156188451227,-9.739653266108988,13.516958049042994,-6.110169679322061,226,True,Optimization terminated successfully
9.31906368710283,7.010973938627872,-6.834692933291017,3.0264201666227883,1.0681974554980505,2.0423271064960202,4.905643104993587,-18.926860442312904,3.2440403853665156,0.40074962794500735,1.4034353582389159,243,True,Optimization terminated successfully
14.577087095194615,4.040038166452126,-1.041416932799246,5.015077742524852,11.309941590746504,-4.113590526582376,2.0533992353696826,-5.2633801453311,1.019558106488386,19.133142075994396,-11.278384897143642,127,True,Optimization terminated successfully
9.639523889899149,6.008014380962603,-6.060524640322439,8.999255547845374,10.06815580719613,-2.0428987887874124,0.32539498330513084,-18.244496187756976,4.767995172418008,9.040396405089407,-7.91702036880153,158,True,Optimization terminated successfully
10.774049220035549,-1.949866245154179,12.011426991174782,-9.999124156598041,-3.12764728553346,2.951042843608573,2.0848084833207308,7.0413612342241905,3.229626534308828,-6.544731728519338,14.0945237797021,252,True,Optimization terminated successfully
8.78490843434667,6.004472637036146,-7.030840384420452,6.000509154255454,11.009880814411753,6.007902159877729,8.22613871674396,-14.373923256788977,7.378332528641575,11.960892104859344,11.35332658526967,135,True,Optimization terminated successfully
14.904545207954046,1.146001343439927,-4.252933687088302,8.86786863876011,8.100044792010545,-0.9543073030905961,4.236868919926346,-10.724807567418601,8.369172931792011,6.946706485324043,-3.574148987980168,105,True,Optimization terminated successfully
15.044430695369226,-0.7161534954934853,15.109566644437356,-5.016452027486956,6.023400081890031,0.9942704597115866,-0.5157650022396636,18.38445004093554,-1.6052907738635867,5.286128501348188,5.078591207566639,116,True,Optimization terminated successfully
10.722930012849531,4.1051200393734035,8.983100851082911,-3.9309503373208057,7.944607229676176,-4.1011163024382755,9.046247083380685,6.189653751609491,-6.465756768311479,6.920235284913467,1.145783510830352,155,True,Optimization terminated successfully
