obj,x_1,x_2,iterations
248.52925343003398,0.5787633657455444,0.03712194040417671,107
239.24424190054623,0.5126070976257324,0.09128887951374054,106
261.27405964828245,0.5607525110244751,0.01598796434700489,105
215.67780561063267,0.5386908054351807,0.1364249587059021,106
230.05095303304603,0.4940803647041321,0.12450356781482697,105
238.73627193018473,0.5317959785461426,0.08248428255319595,110
245.33902388616838,0.5047945380210876,0.08067023754119873,104
259.625743682527,0.5576485395431519,0.02111421525478363,106
265.7442046893325,0.5535165667533875,0.009173124097287655,110
232.91337365515952,0.5307927131652832,0.09721814841032028,102
245.76438686613912,0.5910354256629944,0.03821304813027382,103
196.76152750948137,0.9140869975090027,0.06881009787321091,103
261.96046875470637,0.5285724257570562,0.02942038334594583,105
255.31391029622074,0.5884829163551331,0.01746135950088501,106
206.66355836158,0.5672873854637146,0.14485995471477509,129
210.0215839788171,0.4917287230491638,0.1783616542816162,107
237.7945821952999,0.5320208072662354,0.08465291559696198,104
248.66792948497294,0.502016372287326,0.07414736364736967,107
193.05869931948007,0.5426706075668335,0.194463849067688,114
239.73867135995164,0.5805257558822632,0.05684223771095276,112
253.52987212434175,0.5110826865473047,0.05779020793140758,107
238.78665036552803,0.6027839183807373,0.04947730898857117,107
244.00561284476754,0.5204334855079651,0.07561623305082321,121
234.02751342838758,0.49081966294178453,0.11633848886735657,111
261.95843275716163,0.5717400312423706,0.009619719348847866,105
232.57009400979877,0.48813792902770725,0.12156839619368892,109
252.1084492501818,0.5595815777778625,0.037444230169057846,107
230.2965364689248,0.5777701735496521,0.08061861246824265,114
250.85226946333225,0.5280053019523621,0.05547896772623062,105
238.83618550510582,0.512969970703125,0.09209256619215012,106
208.69558586330183,0.600240170955658,0.12379910051822662,110
249.47828122959987,0.5594667792320251,0.043588560074567795,113
261.42844753613184,0.5730385780334473,0.010248437523841858,118
228.71501470544052,0.5738986134529114,0.08624467998743057,133
254.5615564008196,0.5121253866565304,0.0548211509086157,107
237.39803496032692,0.5218169093132019,0.09091072529554367,116
241.59712599067004,0.4946682827793394,0.09534268367862282,105
236.863861217512,0.4916591946584637,0.10875486104969445,105
259.5239278171207,0.5320324301719666,0.03333251178264618,112
246.22484625610605,0.576955258846283,0.04325249046087265,106
254.53437503047954,0.5704442858695984,0.026991378515958786,106
247.4269996790348,0.5594173669815063,0.04838952422142029,107
256.48859766794715,0.5485901236534119,0.03243685141205788,118
244.6002252029818,0.5414434671401978,0.0636037066578865,119
231.93908111100825,0.5713289380073547,0.07962970435619354,103
229.74221801307328,0.5375522375106812,0.10154655575752258,105
262.9800576085263,0.5279105305671692,0.027409752830863,110
253.52604523532173,0.5165161490440369,0.05499958246946335,109
255.524247045877,0.5785067081451416,0.021221820265054703,106
265.8652766951717,0.5657033920288086,0.003501174971461296,104
240.13472948736813,0.5399765372276306,0.07498979568481445,105
254.73990274018968,0.5100328020610106,0.055484520796101805,107
258.52192878740055,0.550045371055603,0.027103714644908905,130
268.02102933059194,0.5498730902481498,0.00572119608236612,105
260.7711140781435,0.5272284150123596,0.03280314430594444,108
220.30058705892367,0.5844278931617737,0.10199468582868576,112
233.6151984112717,0.5688712000846863,0.07673528790473938,107
259.5316969496096,0.5701401233673096,0.015777111053466797,112
248.95174115792386,0.5521616339683533,0.048215895891189575,106
238.01081181182192,0.5787225365638733,0.06172971427440643,112
223.83540727273515,0.5227234959602356,0.1241968423128128,103
226.88000077742845,0.6084524989128113,0.07531296461820602,110
245.23777088836792,0.5034079962519883,0.08166344393447948,110
262.94784288125817,0.5440105199813843,0.019831303507089615,111
230.7573428967065,0.5571329593658447,0.0892547145485878,111
210.7608706614864,0.5835317969322205,0.12634719908237457,108
211.94246962651218,0.5959876179695129,0.1175372377038002,121
259.18369034395823,0.5218453226197618,0.039117271911283294,108
264.9321541541737,0.5639117956161499,0.006368620321154594,109
256.01633552448516,0.5608983039855957,0.027868280187249184,105
239.37073478439257,0.5044751167297363,0.0953868106007576,111
227.36086407500906,0.601041316986084,0.0773274153470993,107
265.42596644225847,0.5391124083281925,0.016509486670789268,105
220.15398402566717,0.536919116973877,0.12591862678527832,111
188.5435617455101,0.08586052060127258,0.9518294930458069,110
193.581543477504,0.09502169489860535,0.7965874075889587,107
234.7989735792008,0.578895092010498,0.06928970664739609,103
249.76869244563426,0.5912512540817261,0.02891424670815468,104
212.0915381141526,0.4801330268383026,0.18001988530158997,118
236.23491944723366,0.5699468851089478,0.0699530690908432,106
235.97585100952733,0.5822845697402954,0.06496236473321915,107
251.56081449550356,0.5081951532125905,0.06395723543158945,118
218.34021215585193,0.5970639586448669,0.10108760744333267,117
266.70954720563077,0.542270651244709,0.01214393323398772,107
223.74739252068713,0.5345383882522583,0.11808257550001144,108
249.43955515947135,0.550979495048523,0.04763408750295639,109
208.62736585387847,0.9187904596328735,0.04050130397081375,105
256.8928974425098,0.5632275938987732,0.024819977581501007,114
249.12325021242816,0.5698175430297852,0.039709679782390594,113
236.43942725701802,0.5251352190971375,0.09151481091976166,111
209.81278059421493,0.5401806831359863,0.15084309875965118,107
258.62732837132035,0.5176529578772913,0.04250528789089517,106
228.0009365708779,0.548786997795105,0.10014205425977707,118
240.78228470896127,0.5716056823730469,0.05839403346180916,106
222.82885321744047,0.4829579016292151,0.14969539148813532,105
264.07242682688957,0.5526592135429382,0.013317958451807499,110
239.97868054464647,0.5208951234817505,0.08510632812976837,112
261.9641633392702,0.5472778081893921,0.020547199994325638,106
226.61054172006737,0.5827420949935913,0.08728218823671341,107
242.19018503972217,0.5367579460144043,0.07166405767202377,105
