obj,x_1,x_2,initial_x1,initial_x2,nfev,success,message
3.2551331818768813e-09,-3.9997844703781262,-6.001656444322054,1.075996379313505,4.72537162977132,46,True,Optimization terminated successfully
1.5022768135673488e-18,-4.000000008415689,-6.0000000326918,-6.7804638040006955,-2.4973967941398865,30,True,Optimization terminated successfully
2.203735165807783e-09,-4.000241120189108,-5.998676819790488,-0.3423709877770751,4.844439801463242,43,True,Optimization terminated successfully
1.0182348350341177e-17,-3.9999999591717676,-5.999999950036658,-7.44284299774344,11.449567072456457,41,True,Optimization terminated successfully
5.4137372772948075e-17,-4.000000109009116,-5.999999965479205,1.6701223971270238,-10.981373754849269,33,True,Optimization terminated successfully
2.470222825625148e-08,-4.002336247893378,-5.999367711653308,3.0337493964811824,7.463336348305635,46,True,Optimization terminated successfully
6.779648901084155e-08,-3.9978891924438416,-6.006572275553659,1.9787848114862125,1.3003569175170817,39,True,Optimization terminated successfully
3.821526949180083e-10,-4.000085775149495,-6.0005608100572765,-6.6874312740780715,12.553759397688015,58,True,Optimization terminated successfully
6.480349318221399e-19,-4.000000008545699,-6.000000017062106,-1.1187313350043553,-4.612862716345607,30,True,Optimization terminated successfully
2.9377466432655115e-07,-3.993244210088016,-6.0090462372594615,-6.043322060799703,12.41746431495396,61,True,Optimization terminated successfully
6.993536471273874e-15,-3.999999581075311,-5.9999976352185636,-3.703968080397689,1.2057454700139267,33,True,Optimization terminated successfully
1.9291151262385944e-07,-3.9948634042755544,-6.008251175602052,-0.8733676329242552,9.78749485302474,45,True,Optimization terminated successfully
1.462437554949846e-18,-3.9999999855207036,-6.0000000218539205,-0.6465522315680374,-9.698635152467219,30,True,Optimization terminated successfully
9.555276707627832e-09,-4.000660103425768,-5.997381450228462,-1.1311397101968126,-0.3220149901542264,30,True,Optimization terminated successfully
4.940452140385553e-07,-3.9949804329482723,-6.018543367522853,-1.78138329864435,5.9856185937164454,42,True,Optimization terminated successfully
2.0437142344985525e-18,-4.000000007069867,-6.0000000404896365,-6.3128325414380395,-9.401185632405594,30,True,Optimization terminated successfully
2.9374072743276985e-05,-4.008745560638598,-5.838349988724356,-8.341252783057584,-6.77822242391839,15,True,Optimization terminated successfully
2.809174323228451e-09,-4.000203104938156,-6.001537286709527,-9.846249409006136,3.880791684887466,40,True,Optimization terminated successfully
5.1098964855029815e-09,-4.000734842063134,-5.998438290870251,-5.572415421703863,-9.381403658943068,43,True,Optimization terminated successfully
1.7503506742072233e-17,-4.000000007610146,-6.000000124585307,-8.570679216087944,-6.487325776042361,30,True,Optimization terminated successfully
0.00011498849194632915,-3.9968299695124334,-6.321635580087974,-6.776134238039571,-6.431887982672929,15,True,Optimization terminated successfully
1.083749660611137e-17,-4.0000000493090555,-5.999999994688227,-2.9288521379548147,1.484904632652242,34,True,Optimization terminated successfully
3.1511857056155137e-09,-4.000069317771595,-6.001678346603422,2.676696733620524,14.655291023524931,43,True,Optimization terminated successfully
1.9488730905299269e-19,-4.000000001570778,-6.000000012865815,-9.26697870655973,-8.036452456915082,33,True,Optimization terminated successfully
1.9126485819177255e-09,-4.000643188540386,-5.999741895893505,-0.3503285912764724,-10.1560031132497,33,True,Optimization terminated successfully
1.0825458545408739e-19,-3.9999999967497266,-6.000000007427788,3.052188400535023,-8.477927210849222,33,True,Optimization terminated successfully
6.813099636220254e-12,-3.999996927186943,-6.000078064210444,1.1263255832517345,4.590615396933032,46,True,Optimization terminated successfully
2.597260122754784e-08,-4.002278179876692,-5.998382926438736,1.9832826725694446,-14.062573132042152,37,True,Optimization terminated successfully
2.0150243497914454e-15,-3.999999738915908,-5.999998758685253,-6.556389568834822,6.138824973613776,40,True,Optimization terminated successfully
6.05438385750194e-08,-4.002534827858259,-5.994634550751943,-8.686562364983157,-14.08231550417042,48,True,Optimization terminated successfully
2.6974566002474225e-08,-4.0024256918257155,-6.000860921639202,-4.642975994506589,2.6934597441529142,52,True,Optimization terminated successfully
1.6976409340983776e-14,-3.9999980996563704,-5.999999087013276,-9.216659089237597,-13.030090013808675,33,True,Optimization terminated successfully
1.0198661726038313e-15,-4.000000006903112,-6.000000957960825,-9.347482209104266,-3.1454772459748863,30,True,Optimization terminated successfully
1.1316261153161472e-07,-4.004983406689115,-5.998416023528589,0.02640569024086581,-9.059186645514911,33,True,Optimization terminated successfully
1.588215829430035e-11,-4.00005972525993,-6.000005051313686,3.1439967755623854,-2.0283271366545783,33,True,Optimization terminated successfully
5.086174929548507e-05,-4.001180393304076,-6.213939246171728,-0.70537804435053,-6.287197711950348,15,True,Optimization terminated successfully
1.9746260530387756e-09,-4.000373196740308,-6.001104563361619,-0.7711813980358571,13.609798871469678,61,True,Optimization terminated successfully
5.553966610410344e-10,-4.000314274676053,-5.999676298429253,-3.2797792521386553,-8.788504852400573,33,True,Optimization terminated successfully
1.4856291763526458e-17,-4.000000038805184,-6.000000085716356,-3.619490621419203,-1.6627720570872686,33,True,Optimization terminated successfully
3.22724440603283e-08,-3.9983605049342184,-6.004277081174285,-2.385737699920579,0.7719974943287369,42,True,Optimization terminated successfully
8.6137433462036e-17,-3.9999999627359717,-6.000000268270869,-9.363562121761808,-10.0674274148964,33,True,Optimization terminated successfully
1.202300989751382e-07,-3.99497976274185,-6.00271955153751,-3.2465923057394015,6.239135118567624,52,True,Optimization terminated successfully
1.0681078178973359e-07,-4.000073565933562,-6.009803471621035,1.6638186245830031,8.313089984089341,40,True,Optimization terminated successfully
2.2056475002099006e-08,-4.001310639985467,-6.003602737683465,-2.4583187123616783,13.702427799217428,37,True,Optimization terminated successfully
5.73492978302711e-12,-3.999970527366236,-6.000041071793737,-5.021894311901862,-0.5562551296190037,33,True,Optimization terminated successfully
3.064977440496559e-19,-4.000000007450505,-6.000000007335385,1.2256099901155455,10.735185553185417,43,True,Optimization terminated successfully
3.1256863814366094e-19,-4.00000000749411,-6.000000007527618,-3.7830991730063275,10.460535428019703,50,True,Optimization terminated successfully
3.103726656100041e-07,-3.992239801470342,-6.006201022026264,-3.3314358737393617,6.4724125285906275,52,True,Optimization terminated successfully
5.584242315228256e-08,-3.996645976433565,-5.997706468988598,-9.873274546317704,-14.243957289877532,36,True,Optimization terminated successfully
3.593945104868607e-17,-4.000000089385342,-5.999999980339173,4.106757403131327,-11.935861553064196,33,True,Optimization terminated successfully
9.527416731309014e-05,-3.9853699980225823,-5.708640080398241,-0.07048314340438466,-6.502237685366376,15,True,Optimization terminated successfully
2.9062359408862364e-16,-3.999999990712476,-5.999999488906856,-6.987364843368319,-3.3499745365572267,30,True,Optimization terminated successfully
1.2979183844587377e-07,-4.001854901171038,-6.0101513556328205,3.8885239476274887,2.1082262925215716,40,True,Optimization terminated successfully
2.162357066443789e-07,-4.003882948146615,-6.011588916719985,3.7507191793682377,6.067927224591749,43,True,Optimization terminated successfully
