obj,x_1,x_2,x_3,x_4,x_5,iterations
,,,,,,195
,,,,,,166
,,,,,,168
,,,,,,176
,,,,,,183
,,,,,,174
,,,,,,185
,,,,,,203
,,,,,,184
,,,,,,195
,,,,,,186
,,,,,,193
,,,,,,208
,,,,,,173
,,,,,,187
,,,,,,195
,,,,,,182
,,,,,,199
,,,,,,200
,,,,,,184
,,,,,,185
,,,,,,191
,,,,,,180
,,,,,,186
,,,,,,174
,,,,,,177
,,,,,,175
,,,,,,182
,,,,,,171
,,,,,,204
,,,,,,184
,,,,,,186
,,,,,,185
,,,,,,205
,,,,,,173
,,,,,,206
,,,,,,195
,,,,,,182
,,,,,,181
,,,,,,182
,,,,,,193
,,,,,,190
,,,,,,181
,,,,,,212
,,,,,,157
,,,,,,191
,,,,,,188
,,,,,,163
,,,,,,202
,,,,,,204
,,,,,,198
,,,,,,183
,,,,,,187
,,,,,,197
,,,,,,177
,,,,,,175
,,,,,,199
,,,,,,165
,,,,,,193
,,,,,,199
,,,,,,170
,,,,,,179
,,,,,,176
,,,,,,192
,,,,,,179
,,,,,,191
,,,,,,185
,,,,,,156
,,,,,,186
,,,,,,180
,,,,,,219
,,,,,,190
,,,,,,178
,,,,,,187
,,,,,,190
,,,,,,178
,,,,,,168
,,,,,,186
,,,,,,181
,,,,,,175
,,,,,,155
,,,,,,172
,,,,,,186
,,,,,,188
,,,,,,208
,,,,,,168
,,,,,,196
,,,,,,174
,,,,,,186
,,,,,,164
,,,,,,184
,,,,,,170
,,,,,,179
,,,,,,184
,,,,,,178
,,,,,,195
,,,,,,196
,,,,,,185
,,,,,,191
,,,,,,209
