obj,x_1,x_2,initial_x1,initial_x2,nfev,success,message
-268.7885046713122,3.2730238197328605,0.04886973699209855,1.5399235321300564,0.38889347741837,30,True,Optimization terminated successfully
-268.78850467678114,3.2730238138459775,0.04886973945789578,3.2449371681806376,6.529835889274153,49,True,Optimization terminated successfully
-268.7885048274905,3.273023863497058,0.04886971207827097,1.3055170313123359,4.955022315058112,33,True,Optimization terminated successfully
-268.7885054032581,3.2730238130217715,0.04886971553367916,-1.9302704894323623,9.289064495259955,49,True,Optimization terminated successfully
-268.78850480881397,3.273023743389938,0.04886976674276869,-0.5051798948821524,4.002409126542999,49,True,Optimization terminated successfully
-268.78850467530833,3.273023768244846,0.0488697600245113,4.317007491539423,7.937131414155586,49,True,Optimization terminated successfully
-200.66314216194593,-4.164305354330256,14.811331000858189,-2.9813008198259965,7.703671818986196,48,True,Optimization terminated successfully
-268.78851507991527,3.2730237889554292,0.048869402752322565,-2.233402015296271,11.780027217250101,65,True,Optimization terminated successfully
-268.7885048892059,3.273023681278957,0.048869791999929774,7.809629389592331,7.413552560728917,50,True,Optimization terminated successfully
-220.17428280328667,9.07676870576826,0.19047850939680552,7.698422280362021,1.194682155135915,39,True,Optimization terminated successfully
-268.7885047182179,3.273023772639704,0.04886975661213277,2.57869135182556,0.9792975658031716,30,True,Optimization terminated successfully
-268.7885048738483,3.2730237706309726,0.0488697523112871,1.4218349139608417,1.4479637349091883,29,True,Optimization terminated successfully
-200.66314217785478,-4.164305725180588,14.811358802296,-3.092600424480838,8.951179634678937,53,True,Optimization terminated successfully
-268.78850466132735,3.273023777862682,0.04886975616470329,-1.6098199909364617,1.6041852646497445,32,True,Optimization terminated successfully
-200.66314407376902,-4.1643057948697,14.81135900978417,-1.6954068939416045,5.247394275049489,38,True,Optimization terminated successfully
-268.7885049436456,3.273022431680225,0.048870352412557896,2.016812268734504,3.0261483939744798,28,True,Optimization terminated successfully
-268.78850467698624,3.2730237839367327,0.0488697529081319,4.606100878223723,7.246047533276275,49,True,Optimization terminated successfully
-268.78850467511734,3.2730238100132727,0.048869741237990094,2.5785508002782374,5.803389766778389,49,True,Optimization terminated successfully
-268.7885046803757,3.2730238267815013,0.048869733517593085,6.904561816623657,8.700062683167099,35,True,Optimization terminated successfully
-268.78850469774176,3.273023857150229,0.04886971927300222,-2.565521022465292,10.511285199107343,41,True,Optimization terminated successfully
-220.17428277272273,9.076768702610579,0.19047851062555882,9.468266201338828,7.500125417553251,40,True,Optimization terminated successfully
-220.17428277275403,9.076768733849967,0.19047850867702648,8.342800959192173,5.124204790066645,52,True,Optimization terminated successfully
-268.78850467571635,3.2730237950427963,0.048869747953637487,3.5071619144156383,6.413189449441651,49,True,Optimization terminated successfully
-268.78852185078625,3.2730237864071854,0.048869177465448166,1.551208945401985,11.648387774956504,39,True,Optimization terminated successfully
-200.6631421784669,-4.164305515699852,14.811343072267022,3.0340626024648447,14.306133404173,27,True,Optimization terminated successfully
-268.7885049259929,3.2730238266199914,0.04886972537625789,3.163122402221532,1.2314238341253718,22,True,Optimization terminated successfully
-268.78850467127177,3.273023803602427,0.048869744251031084,0.49513602512530586,12.762757560067525,37,True,Optimization terminated successfully
-268.78850499697467,3.273023790182755,0.048869739396707905,1.094125645719262,0.40803548842274384,32,True,Optimization terminated successfully
-268.78850569048086,3.273023754689083,0.04886973217397473,-1.2923414150397,1.00716556105432,32,True,Optimization terminated successfully
-220.1742827735918,9.076768697893487,0.19047851089028245,9.907780171319093,14.558704700657604,29,True,Optimization terminated successfully
-268.78850500185337,3.273023772807641,0.048869747051154926,7.003875266988802,9.02725682108201,50,True,Optimization terminated successfully
-220.17428277273177,9.076768778819927,0.19047850587433393,6.4743979067752235,2.538381698762669,25,True,Optimization terminated successfully
-268.78850467186237,3.2730237587907616,0.04886976439343623,-0.6046515227084033,7.861003129505463,49,True,Optimization terminated successfully
-268.7885048313142,3.2730237237356237,0.04886977483339351,0.3493642168413835,0.6851844786810007,29,True,Optimization terminated successfully
-220.17428278238242,9.07676867995583,0.19047851171173302,9.747301680358191,6.620323790322701,41,True,Optimization terminated successfully
-268.7885046752282,3.2730237642630207,0.04886976181873635,2.560006590687289,4.853119763020483,49,True,Optimization terminated successfully
-200.66314217779833,-4.164305727132748,14.811358949025538,-1.1038287087929444,5.803348279811436,55,True,Optimization terminated successfully
-268.78850467083834,3.273023803018268,0.04886974452835675,7.4802534945175125,11.051205844306693,53,True,Optimization terminated successfully
-268.78850468998434,3.2730238080132805,0.048869741640660935,0.6881585041245621,0.19526005041825945,32,True,Optimization terminated successfully
-220.17428277329225,9.07676888472706,0.1904784992531192,6.961074085488903,4.040831963944518,36,True,Optimization terminated successfully
-268.78850467183156,3.273023784915185,0.04886975264027858,3.740273327935519,0.3832641277453913,48,True,Optimization terminated successfully
-268.7885046762167,3.273023761386854,0.04886976307975651,4.933030289024886,5.812851388099222,49,True,Optimization terminated successfully
-268.78850467539,3.273023765273909,0.04886976135849457,2.4561069810176894,6.223587560620309,49,True,Optimization terminated successfully
-268.7885046781623,3.2730237831044406,0.048869753243275436,0.2630785195246075,8.264668579866289,49,True,Optimization terminated successfully
-220.17428277338746,9.076768785107701,0.19047850546021264,9.593660348122373,1.6916432285710719,35,True,Optimization terminated successfully
-268.7885049532575,3.273023777464412,0.048869746581086414,-0.3011220735542963,0.6269656472296509,27,True,Optimization terminated successfully
-268.78850511286294,3.273023144795704,0.04887002590076366,6.075996379313505,9.86268581488566,40,True,Optimization terminated successfully
-200.66314218737364,-4.164304713515377,14.81128283051169,-1.7804638040006955,6.251301602930057,47,True,Optimization terminated successfully
-268.78850467847,3.2730238012980544,0.048869745047113354,4.657629012222925,9.922219900731621,49,True,Optimization terminated successfully
-268.78850467646504,3.2730237723840454,0.048869758123472315,-2.4428429977434396,13.224783536228228,44,True,Optimization terminated successfully
-220.17428277278648,9.076768705397543,0.19047851044966557,6.670122397127024,2.009313122575365,46,True,Optimization terminated successfully
-268.78850467241705,3.2730237902705195,0.04886975021116916,8.033749396481182,11.231668174152817,53,True,Optimization terminated successfully
-268.7885053613947,3.273023801199642,0.048869722252829845,6.9787848114862125,8.15017845875854,46,True,Optimization terminated successfully
-200.6631421948544,-4.164305795766784,14.811364057343475,-1.6874312740780715,13.776879698844008,42,True,Optimization terminated successfully
-268.78850467599284,3.2730237497125354,0.04886976833987725,3.8812686649956447,5.193568641827197,49,True,Optimization terminated successfully
-200.66314222068146,-4.164305725670248,14.811358725549027,-1.0433220607997034,13.70873215747698,32,True,Optimization terminated successfully
-268.7885046795195,3.2730238010115187,0.048869745140937365,1.296031919602311,8.102872735006963,49,True,Optimization terminated successfully
-268.78850477125195,3.2730237418012114,0.04886976871374655,4.126632367075745,12.39374742651237,46,True,Optimization terminated successfully
-268.78850467315334,3.273023762016275,0.04886976289900346,4.353447768431963,2.6506824237663906,49,True,Optimization terminated successfully
-268.78850467430135,3.273023798472618,0.04886974645777547,3.8688602898031874,7.338992504922887,49,True,Optimization terminated successfully
-268.7885046861527,3.2730238292562785,0.04886973221091839,3.21861670135565,10.492809296858223,41,True,Optimization terminated successfully
-268.788505196716,3.2730238415450104,0.04886970960743288,-1.3128325414380395,2.7994071837972028,39,True,Optimization terminated successfully
-268.78850467124465,3.2730233548092893,0.0488699461778681,-3.341252783057584,4.110888788040805,47,True,Optimization terminated successfully
-268.78850467124744,3.273023774731236,0.04886975724188789,-4.846249409006137,9.440395842443733,38,True,Optimization terminated successfully
