obj,x_1,x_2,con_1,con_2,con_3,initial_x1,initial_x2,nfev,success,message
6.386284947274668e-13,-3.999995201835199,-6.000021969890838,-13.00003156622044,-6.999978030097651,-74.80051192422272,-0.06696971097511373,-3.3742972238015554,303.0,True,`gtol` termination condition is satisfied.
1.6318732172016964e-11,-3.9999752164964066,-6.000110589198178,-13.000160156205364,-6.999889410494712,-74.80257485812754,-2.5438930189823106,-2.552824878759383,288.0,True,`gtol` termination condition is satisfied.
0.00011904034064588585,-3.931173252751329,-6.296964344718297,-13.434617839215639,-6.700667094713287,-81.88422175033867,-4.7369214804753925,1.5293371597325773,327.0,True,`gtol` termination condition is satisfied.
1.0041361549073914e-08,-3.9993993292406635,-6.0027557220378105,-13.003957063556484,-6.997244097559509,-74.86423044264654,4.5936603481223734,-11.616713542857855,303.0,True,`gtol` termination condition is satisfied.
2.581835805309358e-14,-3.999998990071964,-6.00000437683718,-13.000006396693252,-6.99999562316231,-74.80010181236112,-5.301122073554296,-13.746068705540699,291.0,True,`gtol` termination condition is satisfied.
1.6202172113663127e-11,-3.999975496035824,-6.000110363843089,-13.000159371771442,-6.999889635856689,-74.80257034402922,1.075996379313505,4.72537162977132,1233.0,True,`gtol` termination condition is satisfied.
1.64733598700966e-11,-3.999974804926664,-6.000110846096015,-13.000161236242686,-6.999889153586589,-74.80257970677036,-6.7804638040006955,-2.4973967941398865,402.0,True,`gtol` termination condition is satisfied.
2.574959764623137e-14,-3.999998994301973,-6.000004373662516,-13.000006385058569,-6.999995626336979,-74.80010174970515,-0.3423709877770751,4.844439801463242,1407.0,True,`gtol` termination condition is satisfied.
,,,,,,-7.44284299774344,11.449567072456457,,,`x0` violates bound constraints.
1.0045740614569603e-08,-3.9993996603360866,-6.0027567255403556,-13.003957404868181,-6.997243094255788,-74.86425559719696,1.6701223971270238,-10.981373754849269,300.0,True,`gtol` termination condition is satisfied.
1.6256459213093748e-11,-3.999975410846926,-6.000110509309545,-13.000159687615692,-6.999889490388142,-74.80257356268477,3.0337493964811824,7.463336348305635,1083.0,True,`gtol` termination condition is satisfied.
0.00011904000452821478,-3.931173758640416,-6.296964304381254,-13.434616787100422,-6.700667169868901,-81.88422233925266,1.9787848114862125,1.3003569175170817,666.0,True,`gtol` termination condition is satisfied.
,,,,,,-6.6874312740780715,12.553759397688015,,,`x0` violates bound constraints.
5.926646401429326e-06,-3.9852397612000527,-6.066802119454106,-13.096322597054002,-6.933088948221178,-76.36498672199572,-1.1187313350043553,-4.612862716345607,54.0,True,`gtol` termination condition is satisfied.
1.6198287359314204e-11,-3.99997561660995,-6.000110454786144,-13.000159221566244,-6.999889544916581,-74.80257291253872,-6.043322060799703,12.41746431495396,1410.0,True,`gtol` termination condition is satisfied.
1.627179365627086e-11,-3.9999753467987933,-6.000110514673107,-13.00015982107552,-6.999889485023003,-74.80257348645924,-3.703968080397689,1.2057454700139267,1026.0,True,`gtol` termination condition is satisfied.
1.5934120212048445e-11,-3.9999763208136963,-6.000109990421104,-13.000157348793712,-6.999890009298544,-74.80256402101827,-0.8733676329242552,9.78749485302474,1446.0,True,`gtol` termination condition is satisfied.
1.0046133019890033e-08,-3.999399809143317,-6.0027569191972425,-13.003957300910608,-6.997242900688225,-74.86426072324517,-0.6465522315680374,-9.698635152467219,495.0,True,`gtol` termination condition is satisfied.
1.5963368915907225e-11,-3.9999762184536944,-6.0001100217444225,-13.000157584837034,-6.9998899779727966,-74.80256444524065,-1.1311397101968126,-0.3220149901542264,555.0,True,`gtol` termination condition is satisfied.
1.6394327796041257e-11,-3.9999750716896516,-6.00011076647683,-13.000160623097527,-6.99988923321246,-74.8025786495135,-1.78138329864435,5.9856185937164454,1341.0,True,`gtol` termination condition is satisfied.
1.607398378514222e-11,-3.9999759197487927,-6.000110214116218,-13.000158374618632,-6.999889785593853,-74.80256810639565,-6.3128325414380395,-9.401185632405594,426.0,True,`gtol` termination condition is satisfied.
1.6232692846509095e-11,-3.9999754646341343,-6.000110460340618,-13.000159531072349,-6.9998895393583895,-74.80257255952745,-8.341252783057584,-6.77822242391839,225.0,True,`gtol` termination condition is satisfied.
1.605575580710854e-11,-3.999975889852804,-6.000110113502512,-13.000158333796904,-6.999889886206839,-74.80256559595549,-9.846249409006136,3.880791684887466,1464.0,True,`gtol` termination condition is satisfied.
1.6290083210052224e-11,-3.9999753736406496,-6.000110613039872,-13.000159865758572,-6.9998893866569,-74.80257593319878,-5.572415421703863,-9.381403658943068,135.0,True,`gtol` termination condition is satisfied.
1.617764036873871e-11,-3.9999755296739394,-6.00011029364851,-13.000159234300632,-6.999889706052091,-74.80256876696998,-8.570679216087944,-6.487325776042361,171.0,True,`gtol` termination condition is satisfied.
6.425842157695086e-13,-3.999995152938386,-6.000022007947861,-13.000031702071087,-6.999977992040392,-74.80051268112489,-6.776134238039571,-6.431887982672929,180.0,True,`gtol` termination condition is satisfied.
1.6343177853663602e-11,-3.9999752100653705,-6.0001106828651265,-13.000160262734386,-6.999889316827603,-74.80257708559652,-2.9288521379548147,1.484904632652242,813.0,True,`gtol` termination condition is satisfied.
1.623357621657024e-11,-3.9999755009261837,-6.0001104961543374,-13.00015949430197,-6.99988950354556,-74.80257353520673,2.676696733620524,14.655291023524931,1452.0,True,`gtol` termination condition is satisfied.
4.0256104895488715e-10,-3.999879420975866,-6.000551495910968,-13.000792653959236,-6.999448496819381,-74.81285066018934,-9.26697870655973,-8.036452456915082,348.0,True,`gtol` termination condition is satisfied.
4.034261759890812e-10,-3.9998792374666987,-6.0005520409410495,-13.000793566007651,-6.999447951767156,-74.81286315489375,-0.3503285912764724,-10.1560031132497,426.0,True,`gtol` termination condition is satisfied.
6.434442000269709e-13,-3.9999951413856962,-6.0000220153412025,-13.00003173256981,-6.9999779846469945,-74.80051282159715,3.052188400535023,-8.477927210849222,63.0,True,`gtol` termination condition is satisfied.
1.640505495532883e-11,-3.9999749877735824,-6.000110734382999,-13.000160758835834,-6.999889265304195,-74.80257761071677,1.1263255832517345,4.590615396933032,1218.0,True,`gtol` termination condition is satisfied.
1.5856313272694666e-11,-3.999975888234354,-6.000109293975018,-13.00015751750631,-6.999890705734294,-74.80254592175699,1.9832826725694446,-14.062573132042152,339.0,True,`gtol` termination condition is satisfied.
1.64090189422062e-11,-3.999974987373277,-6.000110750128964,-13.00016077538241,-6.999889249558221,-74.80257798734593,-6.556389568834822,6.138824973613776,1299.0,True,`gtol` termination condition is satisfied.
1.616908479179876e-11,-3.9999755686131304,-6.000110293271125,-13.000159156044864,-6.999889706430428,-74.80256888251762,-8.686562364983157,-14.08231550417042,222.0,True,`gtol` termination condition is satisfied.
1.6258494771262887e-11,-3.9999753865528165,-6.000110495964476,-13.000159722858843,-6.999889503732613,-74.80257316465631,-4.642975994506589,2.6934597441529142,1344.0,True,`gtol` termination condition is satisfied.
6.427963171199102e-13,-3.999995152185857,-6.000022011621421,-13.000031707249708,-6.999977988366829,-74.80051276688256,-9.216659089237597,-13.030090013808675,72.0,True,`gtol` termination condition is satisfied.
6.429012450369678e-13,-3.999995150097206,-6.000022011926133,-13.000031711731722,-6.999977988062106,-74.800512767512,-9.347482209104266,-3.1454772459748863,84.0,True,`gtol` termination condition is satisfied.
4.0252953660300484e-10,-3.999879556105048,-6.000551588302648,-13.000792476092553,-6.999448404443986,-74.81285331020037,0.02640569024086581,-9.059186645514911,339.0,True,`gtol` termination condition is satisfied.
1.622487241202496e-11,-3.9999755148358966,-6.000110473038007,-13.000159443366215,-6.999889526662231,-74.80257302491553,3.1439967755623854,-2.0283271366545783,321.0,True,`gtol` termination condition is satisfied.
1.6162351700993033e-11,-3.999975656669684,-6.000110343670445,-13.000159030331076,-6.999889656033256,-74.80257037390365,-0.70537804435053,-6.287197711950348,261.0,True,`gtol` termination condition is satisfied.
,,,,,,-0.7711813980358571,13.609798871469678,,,`x0` violates bound constraints.
1.622103660058084e-11,-3.999975482550762,-6.000110428762884,-13.00015946366136,-6.999889570936563,-74.8025718589809,-3.2797792521386553,-8.788504852400573,201.0,True,`gtol` termination condition is satisfied.
1.6451854530401046e-11,-3.9999748333090803,-6.000110784564583,-13.000161117946423,-6.999889215118736,-74.80257832081217,-3.619490621419203,-1.6627720570872686,570.0,True,`gtol` termination condition is satisfied.
2.5705529769548513e-14,-3.9999989986035525,-6.000004373076426,-13.000006375869322,-6.999995626923072,-74.80010174940405,-2.385737699920579,0.7719974943287369,1002.0,True,`gtol` termination condition is satisfied.
4.030515391224119e-10,-3.9998792571460147,-6.000551752696465,-13.000793238404436,-6.999448240014117,-74.81285629936025,-9.363562121761808,-10.0674274148964,210.0,True,`gtol` termination condition is satisfied.
1.624880736465069e-11,-3.999975403518361,-6.000110471620755,-13.000159664584032,-6.999889528076752,-74.80257263468583,-3.2465923057394015,6.239135118567624,1401.0,True,`gtol` termination condition is satisfied.
1.6356947460071528e-11,-3.9999750910639147,-6.000110631967924,-13.000160449840095,-6.999889367721849,-74.80257548323765,1.6638186245830031,8.313089984089341,1074.0,True,`gtol` termination condition is satisfied.
1.6221560262087165e-11,-3.9999755059473534,-6.000110451662621,-13.000159439767915,-6.999889548037399,-74.80257248345357,-2.4583187123616783,13.702427799217428,1323.0,True,`gtol` termination condition is satisfied.
0.00011904033261665426,-3.931173248537096,-6.296964328644443,-13.43461783157025,-6.700667110497089,-81.88422133210322,-5.021894311901862,-0.5562551296190037,174.0,True,`gtol` termination condition is satisfied.
1.6047209329536358e-11,-3.9999759382259676,-6.000110120899553,-13.000158244447618,-6.999889878810962,-74.80256592828138,1.2256099901155455,10.735185553185417,1218.0,True,`gtol` termination condition is satisfied.
1.61887131442922e-11,-3.9999755807342092,-6.0001103840552945,-13.000159222586877,-6.9998896156465555,-74.80257110016508,-3.7830991730063275,10.460535428019703,1371.0,True,`gtol` termination condition is satisfied.
1.598295620609098e-11,-3.999976178942501,-6.000110067658576,-13.000157709773575,-6.999889932057703,-74.80256542076509,-3.3314358737393617,6.4724125285906275,1512.0,True,`gtol` termination condition is satisfied.
6.428296274366318e-13,-3.9999951511110616,-6.000022011355455,-13.000031709133332,-6.999977988632789,-74.80051275706,-9.873274546317704,-14.243957289877532,66.0,True,`gtol` termination condition is satisfied.
1.003965885290953e-08,-3.999399331441733,-6.00275544589859,-13.003956783015123,-6.997244373700052,-74.86422381930444,4.106757403131327,-11.935861553064196,351.0,True,`gtol` termination condition is satisfied.
1.0032418547136733e-08,-3.9993988566099934,-6.0027538487959635,-13.003956135575976,-6.997245970517349,-74.86418395189617,-0.07048314340438466,-6.502237685366376,381.0,True,`gtol` termination condition is satisfied.
6.48216658069454e-13,-3.99999513182777,-6.000022104266303,-13.000031840610763,-6.999977895721848,-74.80051492522207,-6.987364843368319,-3.3499745365572267,330.0,True,`gtol` termination condition is satisfied.
1.6350328277024253e-11,-3.999975157517957,-6.000110664808288,-13.000160349772374,-6.999889334883138,-74.8025764840732,3.8885239476274887,2.1082262925215716,1329.0,True,`gtol` termination condition is satisfied.
1.6354981664343792e-11,-3.999975136973084,-6.0001106652749,-13.000160391328732,-6.9998893344160145,-74.80257642952873,3.7507191793682377,6.067927224591749,1086.0,True,`gtol` termination condition is satisfied.
