obj,x_1,x_2,iterations,state
-268.73786530636403,3.271833670406915,0.05109893177114029,10001,True
-267.5527624239098,3.0933991562329197,0.17260551516937284,10001,True
-268.562667201299,3.3503779148697035,0.02184279271156636,10001,True
-268.53220061849237,3.189475324710738,0.09533783456436483,10001,True
-261.9346265117061,2.836027174577218,0.4875184800010863,10001,True
-261.9601800893664,3.0493815356842493,0.3832601770135022,10001,True
-241.13015906566324,2.4089167915616816,1.4535755718260093,10001,True
-268.5146229958649,3.3587901605620605,0.019714459850320443,10001,True
-250.0297409080654,2.5531310124439415,1.0510257298165029,10001,True
-257.15597777147303,2.7028641019123194,0.7203716625287073,10001,True
-262.04863492727696,2.8387191624891726,0.48226285905488897,10001,True
-265.7556179354554,2.982254169815235,0.2858278724768306,10001,True
-264.96503969347964,2.947672784133527,0.32929038751606043,10001,True
-268.5486585326385,3.351395589677228,0.02185866244829693,10001,True
-253.01500127535252,2.6338273384937176,0.901968165866912,10001,True
-268.32496690632223,3.172733870047084,0.10995620902611393,10001,True
-257.6186820900466,2.7183315631685083,0.6962946455787667,10001,True
-262.4420746617061,2.852918888825621,0.46172959902036786,10001,True
-243.79801041126495,2.4482808912108878,1.333634392669925,10001,True
-206.88586465814763,4.1167156551655975,1.8747255275947061,10001,True
-265.9632347239093,3.0899483266843415,0.22791752676635058,10001,True
-247.29962016089976,2.51112739559683,1.1718979149009954,10001,True
-266.4218018272494,3.0236939080942182,0.24354530589113127,10001,True
-261.7344947781075,2.8287069791134707,0.49803285113734325,10001,True
-265.03751859399677,2.9496117977411,0.32588862004089586,10001,True
-268.7479186422773,3.2434453936049543,0.06357176253040046,10001,True
-263.0964946925539,2.8743659998266633,0.4287325606820455,10001,True
-261.7316480167071,2.82872748683664,0.49812086112097226,10001,True
-258.75290414906993,3.0998783674086567,0.4693005810279421,10001,True
-263.66519567847195,3.242949352573415,0.23492423905031473,10001,True
-254.2273178489732,2.639160296466798,0.8562608653912726,10001,True
-261.497584645124,2.967788569509195,0.43821484013726875,10001,True
-268.1475015966733,3.1473983382709267,0.12756401720480626,10001,True
-260.3574743092798,3.1154921208154125,0.4068157837048761,10001,True
-202.85086485558736,2.119171608683361,3.1364672747867823,10001,True
-268.71533367664733,3.314896759818854,0.032544359686018376,10001,True
-267.2409063289614,3.0694897773470355,0.1942938573445896,10001,True
-268.4138037717204,3.173599608889221,0.10657656977540467,10001,True
-250.49556084501413,2.565562827756863,1.02771655107929,10001,True
-268.4333453101832,3.3669335147996744,0.018819328467619897,10001,True
-264.0913521083882,2.9321416204129953,0.3665885715432039,10001,True
-253.39225043080205,2.622722322578438,0.8943974073767565,10001,True
-248.32586585391493,2.5222357083940334,1.1288462248774105,10001,True
-267.05256577611,3.3108841192382723,0.08999347720292761,10001,True
-268.36108411801365,3.378450417438337,0.016136504769833776,10001,True
-265.90486665015777,2.990266263448694,0.27693986995868336,10001,True
-265.79651652152444,3.1851422160310374,0.18938792940001165,10001,True
-267.5479196170296,3.0876497853087255,0.17544826558026771,10001,True
-240.3019355948764,2.4427793452247206,1.46521697366691,10001,True
-264.11853520750157,2.9152162109137185,0.3738462380090588,10001,True
-266.362374505832,3.0163579546524506,0.24902992043282807,10001,True
-248.85850524984255,2.531596617890881,1.1046246480368995,10001,True
-262.0515940028945,2.838792140926391,0.4821249488075262,10001,True
-264.5182025918555,2.928373507888516,0.3538298061260201,10001,True
-265.08970805644157,3.0340747275727793,0.2838322530829618,10001,True
-258.58938563810074,2.7454757978971145,0.6486493932032935,10001,True
-261.08921951146044,2.8144710988345416,0.5273570512509236,10001,True
-261.60395273738567,2.8377829039014246,0.4980484414773004,10001,True
-266.02313099872975,2.9955184757542552,0.2704253430307856,10001,True
-266.5103868121164,3.0228150376037313,0.24095948875307846,10001,True
-267.16165540977363,3.0605513157716064,0.2011585801882989,10001,True
-268.76557773887254,3.2480514729322927,0.06089799128807333,10001,True
-267.70762507145105,3.411707183017235,0.02328397714824966,10001,True
-266.57210692038245,3.0322447345861967,0.23441523400848818,10001,True
-247.90483901527958,2.517873989484734,1.1463856926053229,10001,True
-268.77095945152803,3.2523332843643917,0.05878340474807994,10001,True
-267.208884361147,3.2073733143783105,0.1316071120336917,10001,True
-260.53528525710567,2.794805030505378,0.5563006570797437,10001,True
-247.92783694932237,2.5154718477855322,1.146853235165973,10001,True
-264.92641938027407,2.944674521478543,0.33204848070460735,10001,True
-262.3465492289195,2.84893105867852,0.4669768380633624,10001,True
-267.1993602508625,3.063045211371204,0.19871564656017587,10001,True
-259.677262256582,2.768026079118348,0.5994508624056386,10001,True
-266.04140793685224,2.9968622065963677,0.26916604589360227,10001,True
-257.5910687236907,2.7327819642900746,0.6899122733246992,10001,True
-268.43109721517783,3.176931471291674,0.10446935931022971,10001,True
-268.69360450810655,3.2374471919143453,0.0681051428172929,10001,True
-268.76689681072503,3.2773966278038795,0.04762558284262412,10001,True
-263.69604951480574,2.9912072717815903,0.3516938177931823,10001,True
-254.95352677157288,2.6520026015192366,0.8239476227162317,10001,True
-251.79331130971585,2.587515982193932,0.9697330034141727,10001,True
-252.67116544928226,2.6062520504230715,0.9286227856897666,10001,True
-254.91759628029962,2.658088366158636,0.8220618621336738,10001,True
-257.8533617309802,3.2587306322855163,0.4257539116805565,10001,True
-254.23812481791327,2.6501310342927678,0.8501748772344547,10001,True
-198.22800701789447,-3.906795639197512,12.802491850415214,10001,True
-260.5454540263862,2.79308707562494,0.5568057505667424,10001,True
-244.6196852032558,2.546957349579623,1.2496603513123854,10001,True
-259.52810377152025,2.767353850481486,0.6049684457665996,10001,True
-263.9837021277015,2.915833789541697,0.3781570508262405,10001,True
-268.221589958125,3.1481208583270046,0.12474060105063245,10001,True
-267.8040163529491,3.1087189283546763,0.15701305179675315,10001,True
-263.59096309141034,2.891819525107068,0.403262918454643,10001,True
-264.4232137200847,2.923784248246938,0.3592901690277836,10001,True
-266.5556192610692,3.3471278039631542,0.0904423001797583,10001,True
-258.8175239741419,2.744938014987625,0.6409749785101971,10001,True
-267.9363431082286,3.119600538609925,0.14751043225642455,10001,True
-262.0076368962847,3.087059308167767,0.3637816397986622,10001,True
-265.02401020047205,2.949753004870388,0.32628106074884927,10001,True
-254.80602492831358,2.649246352349394,0.830580613876062,10001,True
