obj,x_1,x_2,iterations
-2.6759843480312003e-06,0.40026573538780214,0.3016141155633042,77
-4.00779701720992e-06,0.40182334841037215,0.30082655767590855,100
-6.5712368446501004e-06,0.401837826702457,0.3017870729857468,67
-1.7576781477347009e-06,0.4012763459883909,0.29964136499661465,82
-6.558820649824804e-06,0.3974585620762672,0.3003160916475289,85
-8.433092552280209e-06,0.4026761879196515,0.2988725645158184,58
-1.2925238953284968e-06,0.40067402190632295,0.2990844573384461,65
-1.3753377330928676e-06,0.39939401353723647,0.2989959491347346,87
-5.688365816964326e-06,0.4023710776045846,0.29974240184394746,68
-2.7608457854166307e-07,0.3997351593123807,0.2995461894792725,89
-1.505356562223725e-05,0.3961427138586906,0.3004182215277811,61
-9.054555289337059e-07,0.3997790692094441,0.29907444875089595,84
-1.356579310260728e-05,0.40236532673657904,0.2971767000634308,60
-3.261873334398825e-08,0.39987285799450345,0.3001282717575396,65
-1.80547198382414e-06,0.39950252205585673,0.30124819376657436,57
-9.049706437070535e-07,0.3990865332156599,0.30026561076336317,75
-1.7541556892606227e-07,0.3995834231376648,0.2999566492596024,77
-1.167799883264486e-05,0.3966130546184267,0.29954546747653865,62
-1.1061380528931392e-05,0.3966746354028331,0.30005771329864295,72
-8.947167100165262e-06,0.3999162152211464,0.29700999210519474,73
-1.4601725996622455e-08,0.3999714402844765,0.30011741409049103,100
-1.0298736724224944e-06,0.4005825095706516,0.29916900284445624,78
-8.299022214508678e-06,0.4015778288921706,0.2975897140830307,77
-4.0553712027176724e-07,0.3996474577128611,0.29946966891845694,87
-2.5110299253511547e-07,0.3998948294147763,0.29951005904382383,100
-2.6235154700913614e-06,0.39838248080069966,0.2999154594181114,66
-2.7321125557103214e-06,0.39873724220187434,0.29893343762536684,69
