obj,x_1,x_2,iterations,state
1.4506824401588586e-08,-4.001033136624242,-5.99703577045018,886,True
9.474518322840802e-09,-3.9989188470560877,-5.998037476181537,967,True
1.6608239533800793e-09,-4.000608774311302,-6.000110981573408,1030,True
3.207371637729261e-07,-4.000339937668322,-5.983023509876237,767,True
7.51623939096151e-09,-4.000866100492075,-6.0019401276252795,1033,True
5.278941913545012e-08,-3.9985819776883007,-5.993717697228244,880,True
1.4489545333678083e-08,-3.9998925452157583,-5.9963952247396435,956,True
7.260722270377822e-09,-4.001196227333442,-5.999099549718061,955,True
2.997654087082425e-09,-4.000142193813747,-6.001617718255971,955,True
1.6800193160055882e-08,-3.9981225338674498,-6.001010275966539,884,True
5.153946391783563e-08,-3.9983003155954253,-6.005901678509159,874,True
5.570196396901078e-09,-3.998999053598853,-5.998997202929134,881,True
4.512651644262964e-10,-4.000300133668555,-6.000214050863075,1125,True
2.1687857797911157e-06,-3.983527828809083,-6.0294376885444585,500,True
2.3043355569695804e-09,-4.000051927304467,-6.001436355186393,1039,True
1.1485538182261182e-08,-4.00135112816564,-6.001742066325972,891,True
5.814815144654767e-10,-4.000250838966242,-6.000521203045921,903,True
6.2831274727697064e-09,-4.001138986764783,-5.999317613508274,950,True
9.65152554554469e-12,-4.0000118227637085,-5.999909848671535,1042,True
9.176614996978379e-10,-4.000332107736127,-5.9993797475061355,964,True
1.818498416850992e-08,-3.998842557426508,-5.996682200652853,900,True
1.7151365914196879e-09,-3.999751656018775,-5.998861174288913,1059,True
3.0796653598677735e-09,-3.9991964173892023,-5.9995655822582155,904,True
2.917963335588478e-07,-4.000776311633288,-5.983869096082517,788,True
1.9626125795074636e-08,-4.000816034449284,-6.003872965830717,866,True
9.554398550912952e-09,-4.000249598560462,-5.99711040471168,939,True
5.1069693642129606e-09,-4.000088603870823,-6.002136555602856,881,True
9.455377465030715e-09,-3.998928955491937,-5.998019774163,1032,True
4.6374686918888396e-08,-3.9983365452955573,-5.99446204983662,861,True
4.632489002591184e-09,-4.0008533491142435,-5.998879098015345,1018,True
1.1850144562761252e-08,-4.000373187078017,-6.003179316864625,929,True
3.575493898432859e-07,-4.008959445645037,-6.000841300061479,771,True
1.8323896386370802e-11,-4.000020164257289,-5.999878077411201,1110,True
8.494299970332894e-09,-4.00132797545958,-5.999231368301256,941,True
3.291572506292222e-08,-4.002705393685844,-6.000589518935245,933,True
2.0085179177741525e-10,-3.9998350085887644,-6.00026810063311,1027,True
1.0200769743740543e-10,-3.999986205808588,-5.999698262019581,1151,True
4.120947743999122e-09,-3.9994347996524415,-6.0015591815924,984,True
5.029038596785745e-08,-4.001226723961653,-5.9937356611954105,795,True
3.5353201176322896e-06,-3.972533572125256,-5.98718713673393,596,True
