obj,x_1,x_2,con_1,initial_x1,initial_x2,nfev,success,message
,,,,-2.4428429977434396,13.224783536228228,,,`x0` violates bound constraints.
-220.17342705152862,9.072205656738124,0.19079256988612925,[-1.3847421e-09],6.670122397127024,2.009313122575365,144.0,True,`gtol` termination condition is satisfied.
-268.7883808056944,3.2711897954201605,0.04969919913192534,[-3.99196391e-08],8.033749396481182,11.231668174152817,60.0,True,`gtol` termination condition is satisfied.
-268.7883808061395,3.271189804120319,0.04969919520128254,[-4.00230746e-08],6.9787848114862125,8.15017845875854,54.0,True,`gtol` termination condition is satisfied.
-200.66282780036732,-4.16412556492187,14.79906523074876,[-1.60757869e-08],-1.6874312740780715,13.776879698844008,135.0,True,`gtol` termination condition is satisfied.
-268.7883810331602,3.2711898195202465,0.04969918067759278,[-8.02875899e-09],3.8812686649956447,5.193568641827197,57.0,True,`gtol` termination condition is satisfied.
-200.66282779943361,-4.164125564620521,14.799065211829818,[-1.60671707e-08],-1.0433220607997034,13.70873215747698,141.0,True,`gtol` termination condition is satisfied.
-200.6628277976161,-4.164125564413029,14.799065201726036,[-1.6461069e-08],1.296031919602311,8.102872735006963,213.0,True,`gtol` termination condition is satisfied.
-200.6628277976636,-4.164125564429455,14.799065202765682,[-1.64626881e-08],4.126632367075745,12.39374742651237,129.0,True,`gtol` termination condition is satisfied.
-268.78838080583785,3.271189802487126,0.04969919594643674,[-4.00346805e-08],4.353447768431963,2.6506824237663906,63.0,True,`gtol` termination condition is satisfied.
-268.78838082828264,3.271189817468858,0.049699188452833394,[-3.71294737e-08],3.8688602898031874,7.338992504922887,57.0,True,`gtol` termination condition is satisfied.
-200.6628277995261,-4.164125564653005,14.799065213889506,[-1.60708842e-08],3.21861670135565,10.492809296858223,210.0,True,`gtol` termination condition is satisfied.
-268.78838080584404,3.2711897954587332,0.04969919910955938,[-3.98990903e-08],-1.3128325414380395,2.7994071837972028,54.0,True,`gtol` termination condition is satisfied.
-200.66282779701072,-4.164125564372835,14.799065200399191,[-1.66236038e-08],-3.341252783057584,4.110888788040805,222.0,True,`gtol` termination condition is satisfied.
-200.6628278003101,-4.164125564938547,14.799065232066756,[-1.6113332e-08],-4.846249409006137,9.440395842443733,210.0,True,`gtol` termination condition is satisfied.
-268.7883810353895,3.271189843525883,0.049699169798614044,[-8.17178414e-09],-0.5724154217038633,2.8092981705284665,60.0,True,`gtol` termination condition is satisfied.
-200.66282779948762,-4.164125564851807,14.799065227999083,[-1.62993476e-08],-3.570679216087944,4.256337111978819,219.0,True,`gtol` termination condition is satisfied.
-200.66282779931714,-4.164125564833942,14.799065227163815,[-1.63380092e-08],-1.776134238039571,4.284056008663535,207.0,True,`gtol` termination condition is satisfied.
-200.66282779634054,-4.164125564290546,14.799065196266213,[-1.67625895e-08],2.0711478620451853,8.242452316326121,225.0,True,`gtol` termination condition is satisfied.
-220.17342705192888,9.07220565948327,0.19079256970063077,[-1.46994328e-09],7.676696733620524,14.827645511762466,210.0,True,`gtol` termination condition is satisfied.
-268.7883808285847,3.2711898175335192,0.04969918841362744,[-3.70877453e-08],-4.26697870655973,3.481773771542459,57.0,True,`gtol` termination condition is satisfied.
,,,,4.649671408723528,2.4219984433751507,,,`x0` violates bound constraints.
,,,,8.052188400535023,3.261036394575389,,,`x0` violates bound constraints.
-268.7883808058355,3.2711897891140445,0.049699201965452355,[-3.97786923e-08],6.1263255832517345,9.795307698466516,69.0,True,`gtol` termination condition is satisfied.
-225.80272671010036,9.07162970996026,0.001971619086997655,[0.79203063],6.983282672569445,0.46871343397892395,3000.0,False,The maximum number of function evaluations is exceeded.
-200.66282779848737,-4.1641255644935855,14.799065205236461,[-1.62517457e-08],-1.5563895688348222,10.569412486806888,222.0,True,`gtol` termination condition is satisfied.
-268.7883808285844,3.271189817534287,0.049699188413292184,[-3.70878031e-08],-3.6865623649831574,0.45884224791478967,54.0,True,`gtol` termination condition is satisfied.
-200.66282779690727,-4.164125564147767,14.7990651847913,[-1.64149965e-08],0.35702400549341107,8.846729872076457,210.0,True,`gtol` termination condition is satisfied.
-268.7883810416632,3.2711898290291725,0.04969917611345555,[-7.00162328e-09],-4.216659089237597,0.984954993095663,63.0,True,`gtol` termination condition is satisfied.
-200.66282779570605,-4.164125564224375,14.799065193180473,[-1.69068706e-08],-4.347482209104266,5.927261377012557,210.0,True,`gtol` termination condition is satisfied.
-268.788380806137,3.2711897970923123,0.049699198364520865,[-3.98887279e-08],5.026405690240866,2.9704066772425444,63.0,True,`gtol` termination condition is satisfied.
-268.7883810416669,3.2711898289772052,0.04969917613671726,[-7.00008584e-09],8.143996775562385,6.485836431672711,57.0,True,`gtol` termination condition is satisfied.
-268.7883808283645,3.271189817484638,0.04969918844299487,[-3.7118137e-08],4.29462195564947,4.356401144024826,66.0,True,`gtol` termination condition is satisfied.
,,,,4.228818601964143,14.30489943573484,,,`x0` violates bound constraints.
-268.78838080584273,3.271189802479413,0.049699195949744916,[-4.00338358e-08],1.7202207478613447,3.1057475737997136,45.0,True,`gtol` termination condition is satisfied.
-268.7883810333842,3.271189834463223,0.04969917394458672,[-8.28329583e-09],1.380509378580797,6.668613971456366,60.0,True,`gtol` termination condition is satisfied.
-200.66282779951166,-4.164125564640126,14.799065213017633,[-1.60618514e-08],2.614262300079421,7.885998747164368,234.0,True,`gtol` termination condition is satisfied.
-268.7883810416369,3.2711898341052517,0.04969917382969708,[-7.10263759e-09],-4.363562121761808,2.4662862925518003,75.0,True,`gtol` termination condition is satisfied.
-200.66282779694632,-4.164125564129201,14.799065183385322,[-1.6381577e-08],1.7534076942605985,10.619567559283812,210.0,True,`gtol` termination condition is satisfied.
-268.7883808058342,3.2711897954559994,0.04969919911111792,[-3.99004323e-08],6.663818624583003,11.65654499204467,66.0,True,`gtol` termination condition is satisfied.
-200.66282779768233,-4.164125564454096,14.799065204456168,[-1.64830185e-08],2.5416812876383217,14.351213899608714,114.0,True,`gtol` termination condition is satisfied.
-268.7883808061459,3.271189804128364,0.049699195197449184,[-4.00223268e-08],-0.021894311901862196,7.221872435190498,51.0,True,`gtol` termination condition is satisfied.
,,,,6.2256099901155455,12.867592776592709,,,`x0` violates bound constraints.
-200.6628277961518,-4.164125564270876,14.79906519534929,[-1.68055285e-08],1.2169008269936725,12.730267714009852,222.0,True,`gtol` termination condition is satisfied.
-200.66282779989496,-4.1641255648715605,14.799065228377913,[-1.61820903e-08],1.6685641262606383,10.736206264295314,243.0,True,`gtol` termination condition is satisfied.
-268.78838104023987,3.2711898332085485,0.049699174280007995,[-7.28416083e-09],-4.873274546317704,0.37802135506123435,84.0,True,`gtol` termination condition is satisfied.
-220.17342701092193,9.072205657934317,0.19079257118218207,[-6.93728985e-09],9.106757403131327,1.5320692234679023,126.0,True,`xtol` termination condition is satisfied.
-268.78838080612445,3.2711897858632493,0.04969920341890092,[-3.96752826e-08],4.929516856595615,4.248881157316812,54.0,True,`gtol` termination condition is satisfied.
-200.6628277995138,-4.164125564651727,14.799065213829925,[-1.60736731e-08],-1.9873648433683186,5.825012731721387,213.0,True,`gtol` termination condition is satisfied.
-268.7883808058459,3.271189795459278,0.04969919910925091,[-3.98988291e-08],8.888523947627489,8.554113146260786,57.0,True,`gtol` termination condition is satisfied.
-220.17342701047593,9.072205658959165,0.19079257113303424,[-7.04962755e-09],8.750719179368238,10.533963612295874,153.0,True,`gtol` termination condition is satisfied.
