obj,x_1,x_2,iterations,state
-268.787924398491,3.269688525358553,0.05039024413009364,5100,True
-268.7807160486949,3.2584711750629127,0.05568652793855282,5100,True
-268.78846777062483,3.2739558040777292,0.04845167733036448,5100,True
-268.7884345257296,3.2717984357534866,0.049423481463987916,5100,True
-268.7884019770098,3.271369894068954,0.049617433839086296,4884,True
-268.7824008937004,3.2843515952990567,0.043982234627492706,5099,True
-268.7885001130914,3.2730393241399915,0.04886291352646141,5100,True
-268.7848715100657,3.2631469566013993,0.05343910520828908,5100,True
-268.7884597465393,3.271961497696855,0.049349256367944995,5100,True
-268.78849698744705,3.2732892205807,0.048750584734021635,5100,True
-268.6841725613036,3.2200542464312214,0.07631050510738083,5100,True
-268.78821692536974,3.2702581194667366,0.05012404242876832,5100,True
-268.7879393181951,3.2691638696791685,0.05062595608221675,5100,True
-268.78749285306696,3.2679003825503337,0.05120982842420759,5100,True
-268.7204848141117,3.2299126904770143,0.07061948252548636,5100,True
-268.7885029416437,3.2729124685919824,0.04891989565909394,5100,True
-268.78835588105727,3.2714431378261115,0.04958601129888667,5100,True
-268.7859005438048,3.2646766452632896,0.0527153017364695,5100,True
-268.78774328091583,3.277574086905279,0.04684872263145827,5100,True
-268.78823091093875,3.2703433691816386,0.050085199499590165,5100,True
-268.7882489125206,3.2756579409009414,0.047693395841829266,5100,True
-268.78163483500884,3.2619030212882323,0.05410812495673855,5100,True
-268.7878800044228,3.2689239409675066,0.05073596821761965,5100,True
-268.78545299504844,3.264202341706715,0.052944005538107956,5100,True
-268.7885038359065,3.273025349341661,0.048869076711733926,5100,True
-268.78780230245195,3.2686681012734327,0.050853764457376625,5100,True
-268.788170547383,3.270017535418207,0.050233895682362355,5100,True
-268.7876753261581,3.2775876886869946,0.0468448799972186,5100,True
-268.7877447280648,3.277553094282307,0.046858111825748935,5100,True
-268.7884506046045,3.274076272416972,0.04839805855773286,5100,True
-200.66308232205145,-4.164373503402994,14.816681757190896,5100,True
-268.78391391325897,3.2618474930932764,0.05405691477029614,5100,True
-268.7884789013407,3.2722467186133084,0.04922026494500012,5100,True
-268.74944245413405,3.2403738768990014,0.06491054161292902,5100,True
-268.78806501516084,3.269658321250376,0.05039913902559944,5100,True
-268.7821534793812,3.2861521388886374,0.043182144010995197,5100,True
-268.78835218739357,3.274967531407253,0.04800045198747045,5100,True
-268.7884440604448,3.2742846718670067,0.048304531413110946,5099,True
-268.78707044975766,3.2668558985433744,0.05169437833245586,5100,True
-268.76423312167424,3.24731599214143,0.061275428883317155,5100,True
-200.65867069494558,-4.16344852475414,14.764635215919409,5100,True
-268.7879525739588,3.276798370462737,0.04719048397438167,5100,True
-268.78834453633726,3.2720136767439003,0.049329628059613106,5100,True
-268.77594601299364,3.254813637601563,0.0574966304334472,5100,True
-268.78837066221786,3.2711174466266724,0.04973210122554781,5100,True
-268.77520943701506,3.254013675601403,0.05788241419436054,5100,True
-268.7883754943382,3.271291471449055,0.049653614977879505,5100,True
-268.7885010249272,3.273324757624813,0.04873446130582835,5100,True
-268.7884272103387,3.274445597643773,0.048232706757189645,5100,True
-268.78849300150654,3.2724732614110037,0.04911785267917239,5099,True
-268.78842034359343,3.274523596309022,0.04819785153009442,5100,True
-268.7883341889167,3.270879763563695,0.04984030076935513,5100,True
-268.78297066124844,3.285259903888281,0.043555365565049825,5100,True
-268.7883631823378,3.271062608927461,0.04975703309930527,5100,True
-268.78847777323483,3.272392077376937,0.04915489302714417,5100,True
-268.7816991183732,3.2594065793679294,0.05523170282975485,5100,True
-268.7868535603112,3.268366654008303,0.05102123703950738,5100,True
-268.78834633019704,3.2749477109521075,0.04800956261111242,5100,True
-268.7845924049508,3.2627175355812996,0.05364200216029047,5100,True
-268.7884376667081,3.2741550513791817,0.04836305303596919,5100,True
-268.7884654836625,3.2740483262814943,0.048410132482040825,5100,True
-268.78832004369315,3.2752197718990446,0.047888078019359306,5099,True
-268.78849323069716,3.2734309633331766,0.04868693974832545,5100,True
-268.7857241870423,3.2662631626132406,0.052006409157685486,5100,True
-200.66298376644036,-4.164412586624294,14.820000438001623,5100,True
-268.7884718240817,3.2720930791381386,0.04928963934152104,5100,True
-268.7871961719702,3.267280985129148,0.05149870927634772,5100,True
-268.7882237254995,3.2752449994257353,0.04787995273744047,5100,True
-268.7662876899115,3.252540536451823,0.05884614637525278,5100,True
-268.781884137882,3.2596222487561626,0.05512824048265331,5100,True
-268.7883851926733,3.2714652440537884,0.04957508193505781,5100,True
-268.7867850785875,3.266194251609679,0.0520019660981716,5100,True
-268.78792811625976,3.2698374638581393,0.05032306859534985,5100,True
-268.7858624786622,3.2696658903650326,0.050469396956095064,5100,True
-268.7838876799277,3.2841913423540396,0.0440044880384066,5100,True
-268.78844640719075,3.271770435032294,0.049435685289828696,5100,True
-268.7378796520277,3.2359767288480827,0.06728863068253764,5099,True
-268.78844345240987,3.2743074483452563,0.048294306232956816,5100,True
-268.7820836577416,3.2598298898383016,0.055027917596351686,5099,True
-268.78781404577256,3.2687288881690235,0.05082600058443716,5100,True
-268.7884702345349,3.272059651019263,0.049304735394682456,5100,True
-268.773731236803,3.2529648810223533,0.058405428466303574,5100,True
-268.7809362444867,3.258694627332228,0.055578361243705146,5100,True
-268.785765822979,3.2644443316516245,0.05282449218050177,5100,True
-268.7882504940628,3.2756519119094145,0.0476960543113858,5100,True
-268.7873500803362,3.278614607787914,0.04639413085612354,5100,True
-268.7837487996961,3.2617066064792293,0.054125955885668604,5100,True
-268.7884023396621,3.273522536124861,0.04864878120903617,5100,True
-268.77809764888553,3.2562039834759924,0.05679709913565939,5100,True
-268.7881445999225,3.2699034233261672,0.05028613422431967,5100,True
-268.78845523078655,3.271945187710337,0.049356747162602084,5100,True
-268.784784808817,3.2629664972868833,0.05352334521148643,5100,True
-268.6900296128998,3.2212806645921805,0.0755571700425611,5100,True
-268.77471973089047,3.2537732275947975,0.05800735958641338,5100,True
-268.7878437657785,3.2687826793393664,0.05080078573381257,5100,True
-268.7884836258248,3.273690200181613,0.04857063345808545,5100,True
-268.78789594467725,3.2766446571604755,0.047261492335645465,5100,True
-268.7876987846667,3.277698544630938,0.04679425916269534,4975,True
-268.78528123292756,3.282197793033133,0.04485323572521274,5099,True
-268.78157507240445,3.2666854559212366,0.051954966521479885,5100,True
