obj,x_1,x_2,x_3,x_4,x_5,con_1,con_2,con_3,con_4,initial_x1,initial_x2,initial_x3,initial_x4,initial_x5,nfev,success,message
16.19991213385418,9.978647399272967,-6.24908098499279,3.439951610787494,3.2363608699119792,-1.6018716949561278,1.9555243186216984,0.644018298833255,0.07737699068204554,0.9266136735894466,2.411913336414064,-18.911098263228563,0.9932495575741829,1.93031656378486,-1.1278625311128625,204.0,True,`gtol` termination condition is satisfied.
9.669340646269298,3.948022959616416,-4.660054385871282,0.7140231365843689,2.794354243626861,-4.9764920525020875,1.9791761538061223,-0.98675821742312,0.4459319877011944,0.08422314971672584,0.6156919570658603,-11.404757370410614,2.385419327013274,-2.4110504424152595,-6.194699921605402,504.0,True,`gtol` termination condition is satisfied.
9.6693406462693,3.9480229594773695,0.9242013347494956,-4.812940491184793,7.148126463760917,-7.814259082861684,1.9261518490216076,1.8691476047197573,0.8615429126902722,0.2793359524884629,5.559275157078014,2.2239679596356403,-7.308401093101329,4.4344998805038855,-8.913484433651796,456.0,True,`gtol` termination condition is satisfied.
1.0695605577606,-5.961531377600108e-13,10.891423861800039,-5.439183798817963,6.4763408993609,-4.984417600631365,0.10541259541373904,-0.6957804415162427,1.0000000000164493,1.4397707663088877,8.35069751288345,15.866962290858531,-0.1152632523614443,15.089967531438976,-12.371699258700987,2382.0,True,`xtol` termination condition is satisfied.
11.17763579843486,4.95544976712378,-5.049295571869455,2.297421092445226,4.71933808760225,-4.780568662090449,0.28925223035443537,0.6979737626168814,0.6881623063969408,0.11851138357210544,3.589183532068967,-17.257966815751118,-1.4375534480522116,-8.911010698860398,-10.803720933857843,408.0,True,`gtol` termination condition is satisfied.
9.669340646269298,3.948022960880086,-4.662292849551528,2.2381043049876466,1.411622610316409,-2.7779598678349724,1.826015702862989,3.2429396757413067,0.3423130488487097,0.5962929817159841,5.1446702526361285,-10.507495974622094,-7.861086313800341,-4.95020137374209,-3.455732594891124,480.0,True,`gtol` termination condition is satisfied.
11.177635798434855,4.955449773992687,-8.064408642960219,4.56198122690969,3.113917041959264,3.553168198956329,1.7116092238705818,-0.6266101647824581,0.010454060063603703,0.08727985698296514,2.952387237899104,-11.526784496871457,2.8081345042982964,3.4582347376560527,1.6728117606121202,360.0,True,`gtol` termination condition is satisfied.
1.0695605578279452,2.440586472901936e-11,13.406020673991113,-8.357303515869894,0.6097485436936864,1.9888457826238235,1.8633002706024087,-0.285555632176261,1.7086457031391147,1.0653259869299474,1.5771750690155084,13.33277308654624,1.6000835775561324,-6.806444847925956,8.124827438036156,3702.0,True,`xtol` termination condition is satisfied.
14.604818660820978,7.971471406000779,-4.472797632620853,1.2690110682632685,0.16972478361796883,-0.32067528313130295,0.929854364653778,0.622704124009976,2.024648956672277,0.7856819137057123,11.397368361517337,1.000351169149102,7.7904012789229,-1.068363114524491,3.7157562117144067,240.0,True,`gtol` termination condition is satisfied.
1.069560558175319,1.472204115012743e-10,-2.1943297006979035,6.32291887041581,7.476152492372442,2.4538623643743986,1.572914524295598,0.41663226049312474,1.0105327227058203,0.8583141812703765,2.2682813760338707,-1.6566149528744418,5.531183699942005,5.139333551925002,16.4734934891806,3450.0,True,`xtol` termination condition is satisfied.
11.177635798434867,4.955449759865179,-6.607846018130858,4.3127696171391685,2.296665006795288,-1.8019098493242611,1.5519007983319142,2.969296498706781,0.2516632148642666,0.32335833181384444,4.251538722517736,-16.55201326444896,-2.673151966499592,15.227216128144054,-1.592923579417624,1044.0,True,`gtol` termination condition is satisfied.
5.923409590029394,1.9279837652540386,-6.271035062056337,-8.71491626305082,15.908778037449585,13.293028779483858,0.9959883113317147,0.3215458038297913,0.02528696427913919,0.6989787821917304,-4.537559779787557,-9.61855596211116,-8.657112585260906,19.803264365480732,17.02915034144673,522.0,True,`gtol` termination condition is satisfied.
15.458867926153784,8.975330432733433,-4.771571069119968,1.3019517322622371,1.49033244948815,-2.591511123690664,1.9788890442185192,2.423528971363389,0.07541504074263211,1.4858474717808248,8.604391969253976,5.276319099029632,5.299197209033631,-6.584785709306306,-5.330233349958487,2772.0,True,`gtol` termination condition is satisfied.
14.604818660820973,7.971471408616941,6.376496593051952,2.4443028204495136,13.426425330506907,0.7789632453002371,-0.31263658579366904,0.1884423218678304,0.5792812443399491,0.43746124447995066,3.9091368801061925,-5.021780192844126,-9.086420695091999,19.460910251430807,-0.435287661290058,402.0,True,`gtol` termination condition is satisfied.
9.6693406462693,3.9480229604621693,-6.552383974907696,-5.646085465049548,0.41679074018877127,8.490948082980623,0.5428751262280116,1.3775998041660449,0.8777023803672795,0.5727199601705273,3.568007469445595,-6.411264663542649,-4.805104945057259,0.380476330264397,12.456557687938528,156.0,True,`gtol` termination condition is satisfied.
5.92340959002939,1.92798378671462,2.930831859786091,-7.592156106226973,4.198526454275548,-7.86916170780193,1.725463397711124,1.4159684426625825,-0.1403608730853205,0.08798177617642722,7.524699956880919,-4.073156188451227,-9.739653266108988,13.516958049042994,-6.110169679322061,3462.0,True,`gtol` termination condition is satisfied.
9.669340646269294,3.948023011952008,-7.4924950250594184,2.182000322749392,1.2393633867585707,4.7273836312024455,1.7870006711267195,0.5547873808400502,-0.2989938193459159,0.2652824714519273,4.905643104993587,-18.926860442312904,3.2440403853665156,0.40074962794500735,1.4034353582389159,810.0,True,`xtol` termination condition is satisfied.
