obj,x_1,x_2,x_3,x_4,x_5,iterations,state
1e+100,-2.2401412583869225,-7.713488416726909,-0.20441619885437134,14.018505278248085,-5.890843593712976,20100,False
18.646454915354507,6.317527311973112,9.316788629299785,-6.027799739184331,2.172484343822829,0.43066603129736714,7522,True
16.632630214331744,0.2367583867769801,1.2049992995736913,7.858351068583118,11.97743212487424,-1.1638077099923365,6783,True
17.59369354235447,0.11906831712745729,0.002159841441869039,4.325744977927261,9.423506076286904,-4.301246584182941,5392,True
1e+100,0.2639221557382285,-2.3328828433526674,-9.7019259629693,19.674658925224048,-13.785671399317634,20100,False
17.302242704751418,3.1953669395740683,10.004826676681834,-0.19826808390136696,10.827940041937655,-1.7699993615474723,4748,True
17.679783891965542,10.043431536406295,-4.4615588872361815,0.32669873993668,0.0016728754387913929,1.4013304035208223,14292,True
1e+100,0.07914254838528212,3.1409125469666463,-7.651220420433383,17.41627030391259,17.62914209368664,20100,False
14.167526608016974,1.911067576765565,0.13345423765567055,-2.8508908589649438,5.3603625908000385,-6.9268572502800945,15130,True
18.93818652606937,3.472691563925486,9.298683140021108,-4.0220605933385185,8.218397602644563,-4.810187031826607,20100,True
16.393232651148434,1.880623611655149,-3.4910604274553467,1.5807738019757374,6.150236695271994,6.0620138694526755,19608,True
16.021587347620144,5.664082753085635,-2.9890935562900394,-0.1538547142478054,5.3034985447644285,-5.855314628695364,19737,True
16.115018016600988,1.4225325055521678,-2.1639078708245827,3.9925347987536957,8.242214488768095,-4.931218894338983,4125,True
17.20999682183894,6.190327159095938,-6.825363580309043,5.253692092132532,3.522549629638356,-2.0157634168348313,13197,True
14.959534204744315,1.8464311020604998,4.376474991295728,-4.848852630184005,1.0813928840786793,-4.3515939544996955,10930,True
16.787114560059482,4.171372619333513,-5.9963202614108555,0.39140428744228417,8.873491173981895,8.064041683660433,6729,True
14.292695212754904,1.6531768013350052,-5.037463850198954,6.876528490233392,5.039361332519062,1.1671059717666799,6181,True
16.80159570868214,8.8306175845551,-7.27178192954937,9.133700945319784,10.015890027848755,0.07147785258199044,13759,True
16.128108141288376,-1.4175609743069066,0.5092291479103082,5.0219043255635,6.276689856150803,-1.3912658307561365,11710,True
17.673377754854858,6.991025104457115,-7.721137228131693,2.815546229460242,3.168953238310124,4.473361986827126,20100,True
7.559194825469227,2.9420835758617754,-1.809343915241051,0.06140443021342083,-1.39645746475106,0.02363087646107092,20100,True
1e+100,0.1635756840521454,-5.752392330968933,7.063067527678363,8.73014340901673,10.369074759407429,20100,False
1e+100,-1.1095658791264258,-1.5329004808574922,2.926953689404675,15.646040207886866,-10.08835808214517,20100,False
9.811482554478978,0.24391272106414758,-1.7400984728607938,2.8176037194066774,1.4485633157666362,-0.18092136876489115,10324,True
12.574938515450889,1.4135602494227344,-3.480860476607271,2.6069861828044982,0.45900599898534766,1.7000362278893122,10815,True
17.808010026533243,0.3405403096832448,-2.9723937055301524,5.129786950631471,10.09440474823845,5.578693233451209,10112,True
12.4064423576649,-1.4186366467534457,-0.6990511677861966,3.7447874066001168,3.167070597234866,0.7687580925067466,20100,True
19.483476723993093,3.323506380959549,9.096948178112594,1.5328980813663031,14.004171918321838,2.8204320533691307,5882,True
