obj,x_1,x_2,x_3,x_4,x_5,con_1,con_2,con_3,con_4
-6.678419461780873,2.0527836354692997,0.053264070707971005,-3.998679927117077,3.0527558087201436,-6.90362662545977,1.9216112435478436,1.140553147634939,1.0102056113895805,1.4561319525571932
-2.2587733961932384,2.0615177374319495,-2.050129239251082,-0.9112602057448643,-2.071441760080008,2.0823542614743022,-0.4978055757565585,0.9355176772599978,0.01876626791538405,0.029969472451619072
-6.581341365154717,7.994910233621434,-5.0036740776721516,0.9983497857961334,4.005092436898134,-4.9960542778511865,-0.050707844879454456,0.9876461323137316,-0.21264755406820224,1.4637446008520545
0.669590513553,-0.9834820927188529,-0.9815644952400481,2.968490294153601,2.006590726100356,1.0046622805621597,1.8583747023527906,-0.8345767969567937,1.235342482112384,0.7856498483942416
-14.067416726110032,2.954013712884783,5.947461497345804,-0.19335272941850548,10.940252429450684,-4.801439373328965,0.7857465593726545,-0.9150778235466249,0.9517269079947623,0.29130497653594034
-4.723384723099731,2.0433513650178914,1.0000155166151274,-4.034784445675132,2.0390811280710546,-5.95071710849929,1.9518206651046768,1.3247952016540583,0.5688862204285596,0.6597010161792802
-3.45270628999068,0.15322484115471535,-1.0204550696745849,0.7573059354326162,-0.060383439118512613,2.1156206298434186,0.8855086870703417,0.019261061697847255,2.9056769036652708,1.2648525532400725
0.8051871025225945,2.045586840414185,-1.0829150560872651,0.07808676871876999,-1.046788572951349,0.08816359239064657,-0.9180074892763486,0.20063102324975035,2.6498931559809393,1.196082720788012
-0.035076902087045614,-0.9272860706028477,0.8039297381205915,1.0290447497857567,0.8846004276362891,-0.009068072546465716,-0.03470002274970341,-0.9462473141928067,2.75466025834028,0.6080575035882954
-5.109435505425555,5.002983675366733,-5.995502267588218,3.99575366771484,1.998751888455569,-2.000655926808656,0.03690419433161196,1.0061804296268073,-0.13284384993814502,1.0839039187755952
-4.886589152707227,1.999414778749923,0.9954820333228497,-4.000553546080793,2.0915943611332906,-5.9862747918864265,1.7568437179416065,1.238783518848039,0.5487971693934737,0.6662600603646389
1.909180504342579,1.1175642011882208,-0.953560949001261,0.057725260977590606,-0.9236477883220905,1.008730167754339,1.6540575233340178,1.5728254626875422,2.502413346596573,0.2151713569664454
-7.240748137917487,7.9636886320433105,-5.985872604115538,2.95917302332245,4.015212225681173,-3.9779511784695374,1.2482109657401281,0.6803769870970716,-0.029900689721296746,1.4713539177531727
-0.6746391323936902,-1.953783895920163,0.015729252013684025,3.0041965563459647,3.0063327783513327,1.0114322447498563,0.6876718011101133,1.412102559236489,1.3812675991125352,0.03309275487454966
-14.21957053177451,4.310915265093523,5.96895338173686,-6.863120812833825,2.0755645029938887,-5.079118336853136,0.6489848191570644,1.6161702635728816,-0.11392474940890418,0.6852574099420234
-4.222437709855459,3.02165423207036,-0.012569993182307613,-3.9986013536754133,2.0019319555157806,-5.997337288900187,-0.838982253962655,1.0662275427917336,1.0178337997143183,0.028967561352374105
-2.1950334616385736,0.16452385783512108,0.9947719728645551,-0.8900179110432656,-0.7708414381716502,0.8994628409671535,-0.09399079897484341,1.8679655956506682,2.853432024844149,0.2947849158122777
1.9061499264960449,0.9301605542498144,0.9811801399693068,-0.93633684238175,-0.9377654196412649,0.12143830803811688,0.7639126030703665,0.6975250339549155,2.6717724667480582,0.36447032324657275
0.7712927212718088,-1.0338740250218537,0.053954568256694556,1.955975530165396,1.1205161428586345,0.9471861733640221,0.6132796828671019,0.49034184795480895,2.023536743260352,1.1709908801451938
-5.15871188701411,5.00874949513642,-5.991044120447687,3.9919533050960023,2.0150341588179015,-1.9999493623241968,-0.33519863826417406,1.135567411908711,-0.13440041383959728,1.0436036277188554
-5.228289323261539,2.001130304892528,0.9990431004264948,-4.996725006935297,2.9988372634948326,-6.9963193029544986,0.017976875125413017,-0.9612807964664826,0.3186620684624116,1.1003232253138258
-0.23813468604612043,1.1085132277603431,-0.8744714480500476,0.04429039799301541,-1.0158512983457173,1.1447795278962334,0.7338584987159038,2.2677556372030536,2.4056775412706664,0.15805081644051
-4.303334395695426,4.9726620035860885,-4.0038005777513295,1.0050079608533766,2.019775450830034,-3.956194965071184,-0.9435393173245359,-0.6365134277191461,-0.02478838859487531,0.6392789577329365
1.774022901269141,-1.9681008206674993,1.0218071855348299,1.0058442406900372,1.0124269407785265,1.983530331902902,1.9587942486755168,1.2631773475539532,0.5985856552993095,1.1051782884795776
-4.187091670462504,5.002684497831465,-5.015442357970729,3.004896072016585,0.956624670739655,-1.0113515152570947,-0.7587910390952004,0.511768053666573,0.8464783786470647,1.0870519891449475
