,Mean_S1,Lower_S1,Upper_S1,S1,Mean_S2,Lower_S2,Upper_S2,S2,Mean_S3,Lower_S3,Upper_S3,S3
iter_77,0.9888229080287586,0.8397431614810796,1.0995985895323828,4,0.917563832523271,0.6064177458073051,1.0969754274846986,5,1.0839630777037943,0.8639109780888741,1.229318839386494,4
iter_78,0.9888229080287586,0.8397431614810796,1.0995985895323828,4,0.917563832523271,0.6064177458073051,1.0969754274846986,5,1.0839630777037943,0.8639109780888741,1.229318839386494,4
iter_79,0.9888229080287586,0.8397431614810796,1.0995985895323828,4,0.917563832523271,0.6064177458073051,1.0969754274846986,5,1.0839630777037943,0.8639109780888741,1.229318839386494,4
iter_80,0.9888229080287586,0.8397431614810796,1.0995985895323828,4,0.9175558737783,0.6064123281597474,1.0969666475087678,5,1.0839630777037943,0.8639109780888741,1.229318839386494,4
iter_81,0.9788132483219019,0.8218300717198445,1.0938731383274032,4,0.9175558737783,0.6064123281597474,1.0969666475087678,5,1.0839630777037943,0.8639109780888741,1.229318839386494,4
iter_82,0.9788132483219019,0.8218300717198445,1.0938731383274032,4,0.9175558737783,0.6064123281597474,1.0969666475087678,5,1.0839630777037943,0.8639109780888741,1.229318839386494,4
iter_83,0.9788132483219019,0.8218300717198445,1.0938731383274032,4,0.9175558737783,0.6064123281597474,1.0969666475087678,5,1.0839630777037943,0.8639109780888741,1.229318839386494,4
iter_84,0.9788132483219019,0.8218300717198445,1.0938731383274032,4,0.9175558737783,0.6064123281597474,1.0969666475087678,5,1.0839630777037943,0.8639109780888741,1.229318839386494,4
iter_85,0.9788132483219019,0.8218300717198445,1.0938731383274032,4,0.9175558737783,0.6064123281597474,1.0969666475087678,5,1.0839630777037943,0.8639109780888741,1.229318839386494,4
iter_86,0.9761255758556567,0.8141426294721331,1.0938344799849948,4,0.9175558737783,0.6064123281597474,1.0969666475087678,5,1.0839630777037943,0.8639109780888741,1.229318839386494,4
iter_87,0.9761255758556567,0.8141426294721331,1.0938344799849948,4,0.9175558737783,0.6064123281597474,1.0969666475087678,5,1.0839630777037943,0.8639109780888741,1.229318839386494,4
iter_88,0.9755254906232335,0.8138891526639123,1.0930522521040797,4,0.9175558737783,0.6064123281597474,1.0969666475087678,5,1.0839630777037943,0.8639109780888741,1.229318839386494,4
iter_89,0.9755254906232335,0.8138891526639123,1.0930522521040797,4,0.9175558737783,0.6064123281597474,1.0969666475087678,5,1.0839630777037943,0.8639109780888741,1.229318839386494,4
iter_90,0.9755254906232335,0.8138891526639123,1.0930522521040797,4,0.9175558737783,0.6064123281597474,1.0969666475087678,5,1.0839630777037943,0.8639109780888741,1.229318839386494,4
iter_91,0.9755254906232335,0.8138891526639123,1.0930522521040797,4,0.9175558737783,0.6064123281597474,1.0969666475087678,5,1.0839630777037943,0.8639109780888741,1.229318839386494,4
iter_92,0.9755254906232335,0.8138891526639123,1.0930522521040797,4,0.9175558737783,0.6064123281597474,1.0969666475087678,5,1.0839630777037943,0.8639109780888741,1.229318839386494,4
iter_93,0.9755254906232335,0.8138891526639123,1.0930522521040797,4,0.9175558737783,0.6064123281597474,1.0969666475087678,5,1.0839630777037943,0.8639109780888741,1.229318839386494,4
iter_94,0.9629787423066053,0.7739729718297979,1.0942335190825419,4,0.9175558737783,0.6064123281597474,1.0969666475087678,5,1.083609435731268,0.8634774048791833,1.2289996523526283,4
iter_95,0.9629787423066053,0.7739729718297979,1.0942335190825419,4,0.9175558737783,0.6064123281597474,1.0969666475087678,5,1.083609435731268,0.8634774048791833,1.2289996523526283,4
iter_96,0.9629787423066053,0.7739729718297979,1.0942335190825419,4,0.9175558737783,0.6064123281597474,1.0969666475087678,5,1.083609435731268,0.8634774048791833,1.2289996523526283,4
iter_97,0.9605958442946289,0.7656310510156925,1.0946724243242194,4,0.9119672086770229,0.598823658308137,1.0920223813957655,5,1.0805495259535884,0.8671530926873997,1.2230041688172992,4
