x1,x2,x3,x4,x5,tp,ucb,ac
9.114469376541798,-7.1522295637774045,0.3588776916188314,-3.3028814745283093,-1.5594055154982518,0.5408590842217138,11.553435255175554,16.201471352336917
-1.7526510932947317,-14.415589139210926,6.985448864731933,8.42358209472217,-8.404322942191696,0.5798809998462269,12.478284693685357,16.383417807810105
2.560374404070068,-0.45814320909980577,5.003089167697672,7.724327782054982,-0.9078123483310705,0.6818117790188867,14.652632200230297,17.2577504202989
2.808920705031984,0.07984470554811066,4.548668060855851,7.16385621178959,-0.36612561509976055,0.6686076529170232,14.553878881626218,17.289524019761664
2.2589566486094284,0.4315802315603845,4.340460627240181,6.942406913247263,0.7326275293702913,0.6884736489124104,14.210435084160459,16.752991813040694
3.172876933790903,0.7716017682241446,3.59131328883854,6.215604482910199,0.6078784504359136,0.7043021148691315,13.950579600358331,16.35268514919164
2.457369833928468,0.5583317771049162,3.0185017753140415,6.233770132842874,1.892951510798346,0.705827339801534,13.84829355019291,16.23744363507953
2.7657572692409538,-0.3473613674701438,3.2397915472963352,5.7524861813599095,1.79785429916791,0.7136535214429498,13.06399270291321,15.388181338309218
3.3608046242661755,0.2821121116628327,1.940007749015776,5.036881014227745,2.488790256357186,0.6825165448805742,12.837267642237814,15.435666138482302
2.4324976389921615,-0.23537672097575682,1.6470037661988013,5.361770586037739,3.816059114213858,0.6773822927055703,12.227182195609444,14.875096348838582
4.3305798199429955,-0.7538616484540839,2.051205661398343,3.8723408854135735,2.3491444605600997,0.6767323408355042,12.42362844068775,15.077904824667716
4.876838926565288,-0.06895450011405002,0.6631090445050839,3.424889680877536,2.8916227667581347,0.6755048513776514,11.84455072651515,14.510901231609127
5.719653020399446,-0.13209652702066232,0.9594171646634643,3.4924778273743327,1.3620498973327402,0.6695474685298272,11.434926949112457,14.160982677432969
4.898666780467707,-1.7881795239485885,0.5473434943302828,2.839043752700554,3.3764506782106314,0.6701382473219646,11.493600475106193,14.213652265197116
4.662658410677536,0.4949305223227974,-0.8730396011441459,3.5409931343441747,3.946648691811062,0.6733279459594667,11.926252053662804,14.61420539922485
4.014855677796185,-0.2332585290502497,0.9719887215636971,3.063633364575097,2.417385952547937,0.65614319022947,11.831581416696663,14.698999251267269
2.748181918973908,-0.06230373625963023,0.7217015912769406,1.9064505467860886,1.6117486788210529,0.6726640914052953,7.522962923814298,10.21755287660788
2.265304683167511,-0.22525855888358104,0.5695461261195209,1.9907309418709551,2.783468819340811,0.6787179620048918,8.135776854967515,10.770683299320629
2.8329534189746988,1.3393044774099616,0.4571208725702185,2.492940193652307,1.405508086853125,0.6629099574049905,8.12630897792189,10.921113941610333
3.2668912470642453,-1.2108562475109297,1.1886760736149307,0.9920015909044079,1.3269595734575894,0.6770663415676492,7.87864692611673,10.529651183212664
2.3704917731415316,-0.8164065741146874,1.902591466662097,2.0397107579580105,1.1918877478915895,0.6758727091697019,7.97984563491056,10.642569675489602
1.5972548488830147,-1.1919516102917105,2.184811198122691,1.71046783162168,-0.22966044370872432,0.6703808597015826,7.213433766716248,9.93102530906042
0.9060963763793166,-1.7487965778444938,2.2893540974215667,1.3772538168857373,1.3075537467313512,0.6800546619177226,7.519049366684525,10.141027451334086
